mediatype,sector,dc_type_de,count
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte006,Abschnitt,7
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte006,Druck,4
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte006,Forschungs- und Entwicklungsbericht,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte006,Zeitung,2
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte007,Abschnitt,9
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte007,mehrbändiges Werk,1
http://ddb.vocnet.org/medientyp/mt003,http://ddb.vocnet.org/sparte/sparte007,Monografie,1
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte001,Interview,7
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte002,zweidimensionales bewegtes Bild,8
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte005,Trailer,40
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte005,Dokumentarfilm,10
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte005,Teaser,6
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte005,Veranstaltungsmitschnitt,5
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte005,Filmanfang,1
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte005,Tonbild,1
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte006,Videofilm,11
http://ddb.vocnet.org/medientyp/mt005,http://ddb.vocnet.org/sparte/sparte006,Inszenierung,7
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,,4425
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivale,4419
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Urkunden,3090
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Schriftgut,2276
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Akten,2138
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Bilder,1507
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Sachakte,497
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Bestand,444
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Akte,279
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Bild,190
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Sonstiges,160
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Nachlässe,152
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,"Publikation / Bibliothek / Plakate, Grafiken, Objekte",149
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Bild/Foto,141
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivalie – Korrespondenz,140
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druck- und Schriftgut – Buch (gedruckt),127
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Audio-Visuelle Medien,124
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Plakate,120
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Fallakte (allgemein),117
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Drucksachen,113
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Urkunde,100
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Plakate und Flugblätter,92
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Karten und Pläne,84
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Dokument,84
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Buch,78
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivalie – Werkmanuskript,72
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Akten und Einzelstücke,67
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Verschiedenes,54
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Personenakten,46
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Fotografie,42
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivgut,40
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Verzeichnung,40
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,"Amtsbücher, Register und Grundbücher",30
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Noten (Musik),30
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Korrespondenz,27
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Tonaufnahmen,26
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Tonträger,21
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Drucksache,20
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Periodikum,16
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Karte/Plan,15
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druckgrafik,12
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Artikel,9
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druck- und Schriftgut – Noten,9
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,AV-Medien,8
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Sammlung,8
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Gliederung,7
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Serie,7
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivalie – Lebensdokument,7
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Zivilprozessakte,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Bibliotheksgut,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivalie – Werkmanuskript – Fremdmanuskript,5
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Fotokopie,5
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Grafik,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druck- und Schriftgut,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Dokument / Faksimile,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Gemälde,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Visuelle Materialien,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druck- und Schriftgut – Zeitschrift,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivalie,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Briefsammlung,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druck- und Schriftgut – Zeitung,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Fotos,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Akte/Dokument,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Film,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druck- und Schriftgut – Typoskript,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Architekturplan / technische Zeichnung,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Original,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Siegel,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Flugblatt / Plakat,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Audiovisuelles Medium,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Theater-/Filmmaterial,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivalie – Sonstige Sammlung – Sammlung des Nachlassers,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Tondokumente,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Computerausdruck,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druck- und Schriftgut – Zeitung – Zeitungsartikel,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Fotokopien und handschriftliche und schreibmaschinengetippte Notizen,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Zeichnung,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivalie – Sonstige Sammlung,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Bestand Bilder,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Original Zeitschriftartikel,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Bild / Foto,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Druck- und Schriftgut – Zeitschrift – Zeitschriftenartikel,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Medaillen und Plaketten,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Pläne,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte001,Archivbestand,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,,8976
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Hochschulschrift,5442
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Buch,1319
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,text,897
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Aufsatzsammlung,558
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Konferenzschrift,202
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kongress,193
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Belletristik,186
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Artikel,177
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Lehrmittel,158
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Erzählende Literatur: Hauptwerk vor 1945,150
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Ausstellung,131
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Lyrik,116
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Biographie,108
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Ausstellungskatalog,101
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Quelle,101
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Erlebnisbericht,97
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Führer,95
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Bildband,83
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Erzählende Literatur,76
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Anthologie,65
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Reisebericht,64
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung,50
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Biografie,50
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Ratgeber,48
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kommentar,46
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Dramatik,40
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Gespräch,38
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Gemischte Anthologien,30
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Erzählende Literatur: Gegenwartsliteratur ab 1945,29
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Verzeichnis,27
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Festschrift,26
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Erzählende Literatur: Anthologien,25
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,still image,22
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Belletristische Darstellung,22
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Unterrichtseinheit,21
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kochbuch,21
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Comic,20
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Lehrbuch,20
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Text,19
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Einführung,18
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Bibliografie,18
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Katalog,17
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Wörterbuch,16
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Bibliographie,16
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Visuelle Materialien,15
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Autobiographie,15
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Autobiografie,14
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Schulbücher,14
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Zitatensammlung,13
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kinderbücher bis 11 Jahre,12
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Schulbuch,11
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Periodikum,11
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Jugendsachbuch,10
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Lehrerhandbuch,9
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Reisebericht 1786-1787,8
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Beispielsammlung,8
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Interview,8
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kinder- und Jugendliteratur,8
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Romanhafte Biographien,8
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,"Lyrik, Dramatik",7
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Fiktionale Darstellung,7
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Archivgut,7
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Aufgabensammlung,7
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Jugendbuch,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Fallstudie,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Karikatur,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kindersachbuch,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Film,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Geschenkbücher,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Reisebericht 1786-1788,6
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Programmheft,5
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Vorlesebücher,5
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Gedichte und Reime für Kinder und Jugendliche,5
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Historische Romane und Erzählungen,5
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1794-1805,5
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Reisebericht 1740,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Zeitschrift,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,"Erstlesealter, Vorschulalter",4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Tagebuch 1786-1788,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Tagebuch,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Humoristische Darstellung,4
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,notated music,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kinderbuch,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Jugendbücher ab 12 Jahre,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Reisebericht 1830,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Sachbücher und Sachbilderbücher für Kinder und Jugendliche,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,"Humor, Satire",3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Nachruf,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,"Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Kunst, Musik",3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Konkordanz,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Monografie,3
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Literaturbericht,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Fallstudiensammlung,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1816-1831,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kunstführer,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,CD-ROM,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Anleitung,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Testmaterial,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,"Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Tiere, Pflanzen, Natur, Umwelt",2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Forschungsbericht,2
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Reisebericht 1924,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Tagebuch 1992,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,"Spielerisches Lernen: Abenteuer, Spielgeschichten, Unterhaltung",1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Bild,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1827,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1828-1831,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Bestimmungsbuch,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,"Frankfurt <Main, 2008>",1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Statistik,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Werkverzeichnis,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Atlas,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Richtlinie,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Theaterstück,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Ausstellung 2004,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Fantasy,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1822-1832,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Sachbücher und Sachbilderbücher für Kinder und Jugendliche: Sonstiges,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1799-1832,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kongress 1999,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1778-1782,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1774-1786,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1788-1816,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1829,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Biographie 1765-1768,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Biographie 1775-1832,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,CD,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Ausstellung 2008,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1792-1816,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1769-1832,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1784-1828,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1803-1805,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Tabelle,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 1815-1841,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Briefsammlung 2010,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Autobiographie 1950-2000,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Immerwährende Kalender,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Reisebericht 1788-1790,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Lernen im Vorschulalter,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Geschichte,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kolumnensammlung,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kongress 2012,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Kalender,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Tagebuch  1816,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Ausstellung 1999,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Ausstellung 1992,1
http://ddb.vocnet.org/medientyp/mt007,http://ddb.vocnet.org/sparte/sparte002,Spielerisches Lernen: Sprachen,1
